Country,Year,Tempurate_Change,Coastal_or_Landlocked,CO2 emission (Tons),Rural population,Urban population,Savanna fires,Forest fires,Crop Residues,Rice Cultivation,Drained organic soils (CO2),Pesticides Manufacturing,Food Transport,Forestland,Net Forest conversion,Food Household Consumption,Food Retail,On-farm Electricity Use,Food Packaging,Agrifood Systems Waste Disposal,Food Processing,Fertilizers Manufacturing,IPPU,Manure applied to Soils,Manure left on Pasture,Manure Management,Fires in organic soils,Fires in humid tropical forests,On-farm energy use
Niger,1990,0.48,Landlocked,13808516.0,6781413.0,1231448.0,185.2368,148.9212,256.4358,63.0818,0.0,3.0,23.8315,-32.19,5702.8536,17.2462,100.1314,2.8994,67.63136607385836,1080.9425,209.58772835754152,356.4910168671663,30.6233,64.1575,2703.2605,332.2927,0.0,0.0,
Nigeria,1990,0.582,Coastal,1297503180.0,66993856.0,28276132.0,3781.846,2590.1618,1285.9825,3703.0515,0.0,148.2756711268364,1325.3987,0.0,45992.6758,263.1582,365.7817,169.2109133544001,8.4176,24851.5602,1326.6088314273447,48.0081,3186.5928,508.1517,9197.0041,1313.756,0.0,1884.8127,10.5534
Niue,1990,0.422,Landlocked,80608.0,1609.0,720.0,0.0,0.0,,2005.8628211661205,0.0,11.481084565896976,0.3889,-0.069,2.3173,0.123,0.17,17.00466278502689,67.63136607385836,65.0723473790681,209.58772835754152,860.0921649175077,0.0,0.0887,0.0673,0.7823,0.0,0.0,0.0655
Norway,1990,1.517,Coastal,1358209609.0,1191105.0,3056180.0,0.6806,0.7688,94.5128,299.19302207273483,5104.5913,16.0,1142.8607,-16199.3957,0.0,17.6055,294.7599,2.4286,142.9071,332.0898,650.6269,1926.616664293283,18436.3763,276.2027,356.9953,644.7948,0.0,0.0,1558.7039
Oman,1990,0.061,Coastal,141969632.0,614277.0,1197883.0,0.0008,0.0,0.2754,246.40727646443952,0.0,0.0,190.0543,0.0,0.0,251.8034,111.5049,39.04,22.0125,218.4419,131.56912352369383,659.7439,533.1434,3.6262,179.3919,22.1177,0.0,0.0,
Pakistan,1990,0.339,Coastal,989752126.0,74754921.0,32923693.0,14.3657,2.9674,1552.5426,8281.784,0.0,127.0,1643.9258,0.0,8046.7602,1016.3102,1182.3862,2069.6235,555.7888,19152.4836,4802.033920782354,323.2623,8690.997,1954.3944,10167.4184,4799.835,0.0,0.0,1020.6647
Panama,1990,0.394,Coastal,85264856.0,1139073.0,1331936.0,21.4722,14.2831,25.802,38.5575,680.4521,52.0,145.7669,-677.0775,5821.6213,127.6502,48.5385,3.8214,67.63136607385836,2187.6244,242.33271466301449,1.3177,149.0072,55.1148,588.9189,81.6803,0.0,13.1514,55.5674
Papua New Guinea,1990,0.413,Coastal,40879248.0,3666342.0,646717.0,137.2529,794.7308,0.2321,2.2364,17636.0034,11.481084565896976,57.5194,0.0,4137.0502,12.2952,0.395,40.3448,67.63136607385836,204.4301,209.58772835754152,7828.57016813519,37.6847,45.6299,55.9383,441.7857,0.0,725.3195,263.7807
Paraguay,1990,0.016,Landlocked,34642576.0,2161900.0,2051842.0,1573.8147,880.8791,183.318,133.28,0.0,44.0,195.0879,-333.7277,42365.8074,83.9572,0.429,0.0253,67.63136607385836,1412.1733,209.58772835754152,356.4910168671663,264.8905,272.314,3452.8059,527.6718,0.0,478.6893,
Peru,1990,0.359,Coastal,822850350.0,6787924.0,15038734.0,38.9285,153.3473,126.626,1216.7423,31.128,14.0,723.4272,-23449.3055,83135.0989,501.5047,139.1545,15.1065,60.6898,7488.4957,356.428129252444,0.0535,1624.6087,420.3239,3375.0036,677.7758,0.0,120.655,1280.3681
Philippines,1990,0.412,Coastal,902962050.0,32840916.0,29106432.0,41.5139,65.3369,993.5233,31089.1716,0.0,247.0,1221.1557,-19712.1471,22116.248,1118.0781,2486.6351,700.6131,276.1936,8711.992,2151.2144,24.2135,6084.7329,643.8207,1629.4809,2660.5488,0.0,41.0366,883.9585
Portugal,1990,1.401,Coastal,933687189.0,5184144.0,4769183.0,50.98,71.0949,104.2709,477.3243,270.8072,82.0,898.0525,-1886.885,3028.6923,1521.9663,905.4882,140.9539,579.4737,2245.004,1337.3539,143.7136,6755.0511,553.6471,620.5413,1768.7591,0.0,0.0,1505.0233
Puerto Rico,1990,0.522,Coastal,208848.0,248315.0,3269660.0,0.0683,0.2661,0.0355,0.0,134.2189,133.61681814800676,1836.373480569228,-1247.6938,0.0,834.5081,920.147,24.8977,103.40268051597069,987.2638,320.83489853923646,10753.102392492678,,52.534,252.8031,54.1498,0.0,0.2661,
Qatar,1990,0.406,Coastal,293202002.0,34371.0,442074.0,0.0,0.0,0.2013,246.40727646443952,0.0,0.0,196.4459,0.0,0.0,195.0661,96.1619,118.0777,57.5627,305.1039,213.1057327553207,556.9459618607584,1951.69,1.8578,36.6684,6.0805,0.0,0.0,355.8344
Romania,1990,1.1,Coastal,5594679118.0,10988961.0,12500412.0,6.7654,11.3361,1055.9567,312.816,536.7635,891.0,997.8964,0.0,110.0,2106.0898,1061.7893,2759.2961,1423.7787,2674.9456,1721.5044,2342.6081,18414.6535,2566.3666,2009.9557,4552.8334,0.0,0.0,6156.1269
Rwanda,1990,0.279,Landlocked,9247631.0,6843900.0,391898.0,18.1064,3.8033,43.509,13.3594,1722.6662,6.0,34.823,-568.0565,1321.7765,7.1223,0.0116,8.3424,67.63136607385836,2525.6294,242.33271466301449,8146.096143592727,47.2336,18.9988,371.9349,44.2522,0.0,0.0,48.4114
Saint Pierre and Miquelon,1990,-0.739,Landlocked,1729408.0,695.0,5581.0,0.0,0.0,,2649.187067669515,0.0,12.232870648918505,2.1309,0.0,1.4311,,37.83863072271242,548.4029167056395,1073.2412364429035,65.0723473790681,1727.6031137058649,2005.7921290780253,,,2148.251692850715,,0.0,0.0,1.8284
Samoa,1990,0.377,Coastal,1722080.0,128338.0,34528.0,0.0,0.6931,,1011.444080910068,0.0,1.0,4.7312,2.5125,104.8736,2.141,2.1682,17.00466278502689,67.63136607385836,7.5613,209.58772835754152,2329.417463430849,2.0598,8.0307,14.4537,83.1785,0.0,0.6931,2.2132
Saudi Arabia,1990,0.095,Coastal,3189808776.0,3823302.0,12503513.0,8.1534,0.0,265.8697,0.0,0.0,23.0,5347.4746,0.0,0.0,3746.4943,1610.8195,1004.1669,74.7102,6151.6877,333.3883075528391,127.3737,14638.6281,53.0162,1161.7815,138.2983,0.0,0.0,
Senegal,1990,1.193,Coastal,62048309.0,4616787.0,2938830.0,2608.3958,505.0072,69.5655,142.9957,0.0,10.0,90.1227,259.6927,4626.6,49.8312,94.2583,13.5961,67.63136607385836,1367.5804,209.58772835754152,356.4910168671663,252.022,52.9003,1661.4637,194.1152,0.0,208.9995,84.5188
Seychelles,1990,0.239,Coastal,2257024.0,35828.0,34796.0,0.0,0.0,,921.6641089401876,0.0,0.0,4.3075,0.0,0.0,1.1771,0.6819,17.00466278502689,67.63136607385836,67.1404,209.58772835754152,779.5667924028238,1.3102,1.6601,2.7442,2.8514,0.0,0.0,3.5099
Sierra Leone,1990,0.5,Coastal,18821968.0,2878355.0,1433891.0,491.8396,67.1241,63.0732,720.2483,0.0,11.481084565896976,12.3539,-19.8413,3365.2117,3.0035,0.5545,2.6917,67.63136607385836,556.2604,209.58772835754152,356.4910168671663,21.014,12.2453,251.7691,40.8316,0.0,64.2016,12.175
Singapore,1990,,Coastal,674715073.0,0.0,3012953.0,0.0,0.0098,,757.7566431689069,0.0,105.83061194491276,663.3917,-49.9055,0.0,934.3321,315.246,17.1889,24.3358,229.7761,204.46814245392585,547.3329693040904,4154.6794,11.2179,7.4519,68.6882,0.0,0.0098,
Solomon Islands,1990,,Coastal,2520832.0,269191.0,42649.0,0.0016,0.0053,0.0618,1.7036,0.4596,11.481084565896976,9.5612,3682.7816,229.0904,2.0065,11.1964,17.00466278502689,80.60773166615128,16.594,209.58772835754152,5640.299993250523,7.0028,2.6251,7.3582,25.7795,0.0,0.0053,10.5534
Somalia,1990,0.108,Coastal,14920725.0,5203412.0,2193935.0,16.8232,0.1884,53.4818,19.6,0.0,12.357951031263024,33.7828,0.0,17352.1517,,0.0001,2.815,355.5813914388593,1008.8858,1610.9457633710065,819.6493027714434,42.3217,125.2559,5685.8354,826.4649,0.0,0.0,18.3025
South Africa,1990,0.324,Coastal,8621175764.0,18015156.0,19545369.0,2431.3837,479.3386,646.332,9.3374,396.4039,638.0,2724.8969,-651.8633,6626.62,5008.4873,3368.9093,3168.4099,2981.9023,7150.7583,2008.182119997596,3167.656126539862,11545.2605,296.5108,8462.4252,924.1691,0.0,6.9192,2094.5084
Spain,1990,1.446,Coastal,6226153686.0,9688522.0,29617580.0,38.7762,55.3751,1233.5006,1275.5413,336.2328,841.0,5183.3376,-43068.9652,0.0,2473.6109,3822.6883,1550.0035,2494.053,13673.3899,6200.9242,482.9116,30549.3985,2470.1647,3159.0275,7508.1534,0.0,0.0,4669.6088
Sri Lanka,1990,0.569,Coastal,121824639.0,14117614.0,3212099.0,17.7821,7.5926,187.1889,2474.0039,1306.2207,20.0,264.7275,-7.9435,3184.8921,58.3906,147.9812,0.0,0.0942,2856.3038,131.56912352369383,356.4910168671663,215.3833,108.1284,396.5,319.5222,0.0,6.1449,30.5821
Suriname,1990,0.31,Coastal,50898266.0,139739.0,267733.0,10.5394,9.3702,12.8292,407.7192,229.6785,6.0,6.4379,-89.0096,2934.2214,38.9151,17.2188,1.1734,67.63136607385836,72.7357,209.58772835754152,4170.7015369384935,400.087,16.5777,51.9871,16.5872,0.0,9.3702,743.8289
Sweden,1990,1.692,Coastal,3431411759.0,1447888.0,7119496.0,0.3601,2.1539,377.6126,926.3422784724488,6875.4472,5.0,1630.0448,-36230.909,34605.4757,79.0804,856.0596,17.8365,338.0799,1589.1229,1010.7688,589.8646114937657,6646.634,512.6197,353.6926,1320.8755,0.0,0.0,1722.5056
Switzerland,1990,1.417,Landlocked,1747203583.0,1740423.0,4934467.0,0.0231,0.2242,74.8124,558.22502907781,953.3871,283.0,2020.9895,-2299.3872,457.4607,280.7895,686.3812,19.7344,241.9492,1144.2212,773.4145,551.7312539980767,5137.34,532.8284,389.4383,1360.4942,0.0,0.0,350.8032
Thailand,1990,0.592,Coastal,958865093.0,39934100.0,16648721.000000002,329.3837,2672.6999,1801.7144,39371.8897,1093.8787,318.0,3157.3151,-8642.8357,19078.29,3747.3346,3171.7015,61.0371,731.6432,16149.7422,3979.8856,575.0543,11993.9315,1087.0352,2666.1492,3468.5,150.4154,2168.8799,6346.2991
Togo,1990,0.597,Coastal,15480774.0,2704301.0,1082639.0,690.5057,50.0152,42.6556,6.0211,0.0,0.0,39.6221,-195.0887,2859.939,7.9567,53.125,0.1009,19.6825,841.8689,131.56912352369383,2281.9226291630343,420.0111,39.7249,387.7565,85.0972,0.0,47.608,
Tonga,1990,0.419,Coastal,1066224.0,73549.0,21604.0,0.0,0.0,,921.6641089401876,0.0,0.0,6.7253,0.0,0.0,0.3573,35.40695887651221,0.3057,67.63136607385836,3.6836,209.58772835754152,1186.92864182882,1.0141,4.1098,7.9368,41.7178,0.0,0.0,9.6445
Trinidad and Tobago,1990,0.167,Coastal,568705224.0,560557.0,661343.0,0.6418,1.8763,1.0998,15.2057,0.0,7.0,146.5068,-25.1638,107.0783,206.1959,129.5665,121.4348326788838,45.6512,718.3326,287.5513614024804,10733.3488,4115.9316,22.6883,43.278,20.7136,0.0,1.8763,25.6905
Tunisia,1990,1.418,Coastal,224785001.0,3462236.0,4770561.0,3.4763,2.1205,128.5148,416.35825972451033,0.0,23.0,270.2618,-922.8176,4.6311,779.4192,378.7056,140.6842,106.9718,2357.2273,132.1375,236.6041,2032.4724,44.0946,1065.6322,112.7018,0.0,0.0,710.5848
Turks and Caicos Islands,1990,0.583,Landlocked,29312.0,2964.0,8588.0,0.0082,0.0315,,2409.5339274216653,0.0,11.481084565896976,3.3969,0.0,0.0,1.1686,0.837,17.00466278502689,67.63136607385836,0.4333,451.19629118273247,1664.2573914805905,0.0,,2294.30791696942,,0.0,0.0315,1.5199
Tuvalu,1990,0.222,Coastal,10992.0,5342.0,3661.0,0.0,0.0,,2005.8628211661205,0.0,11.481084565896976,0.1459,-0.2348,0.0,0.0737,0.1486,17.00466278502689,67.63136607385836,3.02,209.58772835754152,860.0921649175077,0.0595,0.4755,0.0033,4.8386,0.0,0.0,0.2264
Uganda,1990,0.264,Landlocked,27141936.0,15507403.0,1931504.0,1591.0273,205.2544,134.1465,76.44,5849.8571,1.0,65.1822,-2016.667,10471.952,0.4044,116.5474,0.0009,67.63136607385836,4233.7972,252.2141899664796,380.6732182745384,67.6509,167.8201,2609.1646,370.736,0.0,182.3728,64.4458
United Arab Emirates,1990,0.241,Coastal,825099563.0,389683.0,1470491.0,0.0014,0.0,0.2379,246.40727646443952,0.0,109.73646157385684,1168.8831,,,666.2148,939.3316,302.4907,77.1296,1193.1683,322.4354383046033,387.0901615120108,2812.4613,5.1268,145.6043,21.9568,0.0,0.0,
Uruguay,1990,0.575,Coastal,190801563.0,342930.0,2767059.0,10.7642,5.4739,79.6494,612.2334,184.0929,25.0,149.8497,-13373.492,0.0,119.182,33.0907,1.2387,67.63136607385836,882.6112,252.2141899664796,356.4910168671663,265.1532,180.8245,5309.9426,420.3617,0.0,0.0,476.2804
Vanuatu,1990,0.357,Coastal,1696432.0,119191.0,27443.0,0.0171,0.7237,0.0562,246.40727646443952,0.0,3.0,3.7277,,,1.2049,5.6953,0.3562,80.60773166615128,6.8144,252.2141899664796,2240.3929649246866,2.9197,5.6737,71.4099,48.554,0.0,0.7237,7.1016
Zambia,1990,0.772,Landlocked,147702389.0,4863969.0,3163284.0,14834.8583,18296.5357,71.4027,18.6847,14438.0444,13.0,93.7696,0.0,3622.96,2.8131,18.1081,2.1123,41.2343,1468.5178,150.57393342476297,702.067484368775,760.2002,51.0278,1255.4718,149.5774,0.0,16689.0053,41.5393
Zimbabwe,1990,0.567,Landlocked,422536707.0,7231195.0,2951918.0,2043.3344,185.0667,153.9886,0.392,0.0,112.0,240.3166,-269.3677,10670.887,233.2252,272.3571,588.2891,45.569,768.5254,134.72547558468258,728.1318662573628,869.465,92.2012,2965.6667,280.6645,0.0,0.0,1869.799
Albania,1991,-0.269,Coastal,176645104.0,2073348.0,1202083.0,5.5561,7.0253,31.4625,6.272,110.5705,2.0,47.9519,72.8581,0.0,11.4657,2.7448,18.4951,3.2048,443.8552,131.56912352369383,2903.861148947865,628.6596,194.1851,394.0694,469.1415,0.0,0.0,195.1879
Algeria,1991,0.031,Coastal,1306124915.0,12514727.0,14039602.0,55.6487,89.0459,316.3396,4.3904,0.0,134.0,1415.6915,-111.1403,684.9333,7742.2516,305.1,69.132,75.1288,6067.9856,503.5610066176004,54.1387,5045.5168,87.0676,2350.3049,219.083,0.0,0.0,80.5359
Angola,1991,0.341,Coastal,120726936.0,7710281.0,4843165.0,25197.622,15300.4301,39.7935,31.36,346.4974,1.0,98.6277,0.0,9847.2211,56.7367,56.2461,24.28511731117528,67.63136607385836,1364.3574,209.58772835754152,356.4910168671663,208.0455,93.7178,1432.8972,230.984,0.0,14989.1408,7.0463
Anguilla,1991,0.441,Landlocked,102592.0,0.0,8666.0,0.0,0.0,,3011.420429532946,0.0,11.481084565896976,2.2562,,,4.6743,1.5084,0.4551,74.01813278081946,65.0723473790681,483.1260997993477,2791.6842277879755,0.0,,6328.357702945321,,0.0,0.0,1.463
Antigua and Barbuda,1991,0.459,Coastal,10794144.0,43437.0,23870.0,0.0,0.0,0.0027,246.40727646443952,0.0,0.0,11.2178,,,7.2687,4.6955,2.2277,172.1797793227163,31.1593,252.2141899664796,1807.613681193928,2.5899,1.9076,7.7589,1.4262,0.0,0.0,7.761
Argentina,1991,0.261,Coastal,3788953930.0,4206419.0,28987499.0,2779.692,1097.1782,2144.2348,676.3176,5128.514,699.0,3143.7014,-40102.7293,81523.288,2767.6441,1047.9432,177.6963,55.4662,8798.8375,2929.309592777885,1139.2322,6707.1098,923.252,23840.807,2148.9266,0.0,541.3267,4813.008
Australia,1991,0.82,Coastal,7822712669.0,2521183.0,14750691.0,54273.0251,4240.9972,1324.0223,784.98,2806.9465,849.0,6611.2747,-10689.5925,58561.2819,8060.2428,3371.3217,2096.0571,6836.1031,3640.6702,7206.3747,180.6674,15222.1705,743.5955,32868.4735,6221.3959,0.0,144.6461,4067.018
Austria,1991,0.125,Landlocked,3518967484.0,2900066.0,4872635.0,0.0557,0.4648,277.5141,926.3422784724488,270.7283,93.0,1152.3857,-15381.5567,1810.7327,1253.359,897.7108,279.0601,550.7404,1630.08,1273.8078,1222.7358859516282,11120.5983,768.3994,504.0902,2015.5297,0.0,0.0,1407.7345
Bangladesh,1991,-0.024,Coastal,224635652.0,86702314.0,22025118.0,21.0797,123.4557,2178.4548,28512.5007,18069.5813,32.0,204.7302,0.0,0.0304,199.534,915.3282,109.8641,2.0429,14003.3881,1723.4721816731344,657.2863,1738.8057,900.0161,4564.1747,2155.5595,0.0,123.4557,919.2516
Barbados,1991,0.422,Coastal,19606684.0,164538.0,96737.0,0.0135,0.0,0.0971,246.40727646443952,0.0,26.0,28.9206,0.0234,0.0,82.6469,24.8442,24.28511731117528,67.63136607385836,159.68,209.58772835754152,667.2095244601534,109.0008,8.0256,18.397,8.0776,0.0,0.0,15.5246
Belize,1991,0.542,Coastal,5594928.0,100779.0,90347.0,13.4721,92.238,2.5429,2.9126,149.7348,13.0,13.1438,-4.961,6351.884,57.4511,3.1004,0.2061,67.63136607385836,243.2369,209.58772835754152,5707.500041555438,2.2006,4.6871,26.0626,6.2053,0.0,92.238,9.6049
Benin,1991,0.302,Coastal,11547443.0,3334433.0,1815066.0,1035.3695,595.2731,46.2793,6.0054,0.0,11.606164948241496,51.4485,-64.262,15058.7287,9.1125,102.6011,1.0717,67.63136607385836,426.2017,1.3336,2596.513797549764,102.015,62.4343,625.975,134.9003,0.0,143.8317,1.5235
Bhutan,1991,0.081,Landlocked,922907.0,445083.0,92201.0,1.4486,23.4914,8.7457,100.7723,0.0,0.0,1.0543,-6609.6322,0.0,9.5054,4.5247,0.062,67.63136607385836,66.5385,252.2141899664796,4036.9924930079096,51.4429,13.8025,67.8287,41.5226,0.0,6.9061,3.5099
Botswana,1991,0.062,Landlocked,20188640.0,775071.0,641660.0,5360.7915,44.1559,7.4268,246.40727646443952,513.4005,1.0,80.1829,0.0,40513.8067,42.1503,80.0032,90.4659,67.63136607385836,103.0518,214.00335113008487,4995.108963424547,30.779,24.8097,1167.0314,94.9758,0.0,0.0,74.0775
Brazil,1991,0.468,Coastal,4879425782.0,38465232.0,113511345.0,11123.1473,12184.1197,3767.3415,7496.6904,339.8606,1044.0,9562.2741,-346950.8412,1385208.6765,11913.975,5613.9798,439.8735,2769.7788,69580.5395,3693.6374,2209.3966,38171.683,8200.2494,64210.4679,9442.9159,0.0,11926.1041,11922.8929
Bulgaria,1991,-0.161,Coastal,2386305794.0,2917858.0,5849032.0,5.4158,6.2065,521.8759,64.3115,1132.4989,145.0,157.6918,-25291.475,2323.2,960.1897,333.1666,553.4526,809.4371,962.2553,992.337,2.1789,6089.7752,793.5355,816.8226,1341.7744,0.0,0.0,1663.3482
Burkina Faso,1991,0.527,Landlocked,9900128.0,7776741.0,1273343.0,1731.0729,714.8419,188.9775,125.5968,0.0,1.0,30.4001,4535.52,7724.64,8.2527,113.2115,1.1183,67.63136607385836,1369.9713,209.58772835754152,356.4910168671663,44.1264,109.7082,2716.824,341.2624,0.0,58.998,
Burundi,1991,-0.096,Landlocked,4007057.0,5184309.0,357739.0,24.4799,5.6374,41.1387,25.48,2905.3453,2.0,17.6879,-1.4222,2077.972,1.9272,37.4757,1.1998,67.63136607385836,738.062,209.58772835754152,6218.031759228308,18.6162,15.2809,306.0385,35.9114,0.0,0.8353,15.8058
Cambodia,1991,0.597,Coastal,13615383.0,7811547.0,1475429.0,1201.9436,4992.8835,269.4327,7511.3837,0.0,13.022933513903723,115.5404,-607.7215,4777.0038,23.0306,528.8573,17.00466278502689,124.10557448145366,376.3579,507.4745638476252,356.4910168671663,20.6197,275.816,664.6448,1059.4782,0.0,2679.3539,0.1858
Cameroon,1991,0.563,Coastal,71228939.0,7208065.0,4852664.0,2292.009,1459.3803,80.2321,19.6,1285.5351,2.0,138.2723,-169.917,51287.1809,33.8977,280.5179,0.3349,67.63136607385836,1691.8421,209.58772835754152,576.7178907604227,1450.3776,144.1947,2460.6459,372.9738,0.0,1327.7284,
Canada,1991,0.336,Coastal,17615873428.0,6556875.0,21487731.0,819.7796,1678.9061,3525.1421,1368.7218726914737,36099.15,192.0,12156.9016,-67909.0539,113851.7825,8614.68,2793.2524,1828.0011,3877.7526,4866.6398,2812.442361100595,8620.8088,48547.6297,1290.3982,3874.409,6720.0932,0.0,0.0,11950.267
Chad,1991,0.649,Landlocked,5243184.0,4857179.0,1292902.0,5517.331,2115.7981,66.3429,95.0071,0.0,2.0,28.8901,-37.2057,7663.3333,34.4601,141.9571,6.3216,67.63136607385836,757.4563,209.58772835754152,356.4910168671663,26.8179,68.3933,4173.1974,431.3961,0.0,1290.5473,34.0752
Chile,1991,0.108,Coastal,1036135302.0,2234221.0,11223023.0,29.9029,186.2412,181.6918,184.2596,995.0727,110.0,984.0478,-20763.102,3010.0184,923.1225,139.8167,29.492,202.1709,2994.602,351.83991572036143,27.1042,1579.3348,337.1835,1767.5967,285.4787,0.0,0.0,975.1093
Colombia,1991,0.449,Coastal,1359656542.0,10492669.0,24424097.0,1420.5829,362.5278,281.892,2524.2762,403.2156,426.0,1815.0657,-2843.1953,94828.6335,2242.9826,429.6352,12.9282,705.2197,9504.9299,2587.8789,82.2322,3632.1182,1278.5282,10121.9094,1258.3403,0.0,332.7137,2217.5638
Cook Islands,1991,0.197,Landlocked,589904.0,7736.0,10792.0,0.0,0.0,,921.6641089401876,0.0,0.0,1.7021,-21.209,0.0,,37.83863072271242,0.2343,212.0336516148264,65.0723473790681,267.88728348701545,1005.5877524588848,0.1417,0.732,0.7089,7.2865,0.0,0.0,3.721
Costa Rica,1991,0.582,Coastal,62964255.0,1558692.0,1616957.0,11.1555,27.6785,19.9008,37.9683,121.5115,7.0,184.6173,-909.3333,3190.8507,52.9571,9.7007,0.8952,0.4499,1312.9404,20.2,356.4910168671663,446.606,114.1807,867.2631,114.619,0.0,21.8876,134.4775
Cuba,1991,0.899,Coastal,878333390.0,2807128.0,7856457.0,52.6404,57.2901,40.5827,1192.8482,0.0,137.49455879249706,817.3003,-10946.034,120.835,670.1699,785.8804,195.5257,5.2155,3166.8981,259.9693594591895,9.625,1947.902,301.3662,2266.0766,403.5147,0.0,51.8669,2948.985
Cyprus,1991,0.379,Coastal,85647758.0,256963.00000000003,526166.0,0.988,0.0145,6.8018,246.40727646443952,0.0,42.0,87.3586,-69.5346,0.0,63.9007,64.1917,49.1552,83.469,237.917,61.0199,2213.577765693235,734.8439,26.3827,76.376,61.4869,0.0,0.0,61.4219
Denmark,1991,0.616,Coastal,2618903115.0,779904.0,4375004.0,0.0592,0.0622,567.1894,926.3422784724488,2394.1906,46.0,819.6682,-822.9159,0.0,2431.9481,1152.0893,1208.0316,326.5251,1430.9889,3505.0656,615.1638505031165,5168.5715,977.8256,422.4075,3052.5706,0.0,0.0,2815.7563
Djibouti,1991,0.467,Coastal,7295024.0,144952.0,461892.0,0.0014,0.0004,0.3467,246.40727646443952,0.0,11.481084565896976,5.24,0.0,0.0,5.3184,9.9454,1.7793,67.63136607385836,48.3231,209.58772835754152,1106.7563925383438,4.5218,3.0497,167.4931,17.0383,0.0,0.0,22.8794
Dominica,1991,0.453,Coastal,1047904.0,25162.0,45680.0,0.0,0.0,0.0102,448.3574670073912,0.0,11.481084565896976,4.2263,0.1781,54.9141,3.8953,0.1486,0.6116,128.20038881234169,15.7306,209.58772835754152,1823.3570653503384,0.8455,2.047,5.9921,1.1716,0.0,0.0,0.5004
Ecuador,1991,0.536,Coastal,334016537.0,4633280.0,5827710.0,15.9962,10.3421,89.0245,1217.3364,16.5996,15.0,648.705,-1042.183,37579.7727,801.1995,55.3678,249.8653,67.63136607385836,3703.5832,393.6057404879472,356.4910168671663,1158.421,419.4795,2104.6588,478.2398,0.0,1.2982,424.1935
El Salvador,1991,0.584,Coastal,60831711.0,2674308.0,2652349.0,3.2127,6.6338,47.0102,12.787,0.0,82.0,154.4473,-61.5014,1142.5814,136.9912,33.9012,10.5649,67.63136607385836,1595.6833,209.58772835754152,2393.117896231216,354.0172,96.3242,493.6759,83.4607,0.0,2.6273,91.0191
Finland,1991,1.138,Coastal,1547489835.0,1011704.0,4007421.0,0.767,0.6875,210.5007,653.4968073749279,10702.4712,46.0,851.1482,-38482.9987,1917.8619,595.7552,278.0282,180.4508,428.1062,1516.6339,1027.1619,407.5017929385656,3288.1485,365.3575,254.9678,922.1695,0.0,0.0,2075.4525
France,1991,0.257,Coastal,27837980128.0,14750840.0,42486862.0,5.7941,20.8225,3434.6688,304.7486,6082.4233,1679.0,10770.00626646375,-30397.84,0.0,7263.9044,11758.2376,277.7085,2640.457,7660.09,41917.5708,1139.7929,58012.0495,5758.1172,4778.2952,12570.2472,0.0,0.0,12357.0971
French Polynesia,1991,0.341,Landlocked,9207632.0,85635.0,116381.0,0.0,0.0072,0.0151,246.40727646443952,0.0,1.0,16.9541,-116.7509,0.0,3.5725,35.40695887651221,17.00466278502689,134.46383533197005,9.5962,386.1925718678925,2005.7921290780253,,1.8838,5.6528,16.2969,0.0,0.0072,5.2887
Gabon,1991,0.081,Coastal,121330542.0,288950.0,689273.0,203.7109,47.2405,1.5184,0.9859,492.5978,11.481084565896976,43.9574,0.0,2939.7053,44.2181,9.4733,3.1818,67.63136607385836,123.5255,1.7408,6953.792966638916,59.0164,16.9029,40.3,30.1416,0.0,47.1782,14.9396
Germany,1991,0.286,Coastal,67806301472.0,21268586.0,58295868.0,0.1033,1.0356,2333.8869,3958.958870165008,28473.9036,1908.0,12524.5213,-61226.308,0.0,33629.1943,18031.0423,3231.6711,7457.8105,23191.488,20129.7747,1304.567,80126.1896,5838.0864,3835.7095,15359.9523,0.0,0.0,9216.1291
